Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B Cyclist,North Strand Rd S/B,North Strand Rd S/B Cyclist IN,North Strand Rd S/B Cyclist OUT,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
01/01/2025 00:00,,,,3,3,0,7,6,1,,,,0,0,0,0,0,0,2,2,0,12,7,5,0,,,,9,0,9,5,0,5
01/01/2025 01:00,,,,2,2,0,2,2,0,,,,0,0,0,1,1,0,0,0,0,17,7,10,0,,,,1,0,1,1,0,1
01/01/2025 02:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,19,10,9,0,,,,3,0,3,15,0,15
01/01/2025 03:00,,,,0,0,0,1,0,1,,,,0,0,0,2,2,0,0,0,0,7,1,6,0,,,,3,0,3,12,0,12
01/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,5,2,3,0,,,,1,0,1,6,0,6
01/01/2025 05:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,,,7,0,7,4,1,3
01/01/2025 06:00,,,,1,1,0,2,1,1,,,,0,0,0,1,1,0,0,0,0,18,6,12,0,,,,6,0,6,5,0,5
01/01/2025 07:00,,,,6,1,5,7,2,5,,,,0,0,0,1,1,0,2,2,0,15,5,10,0,,,,6,0,6,3,0,3
01/01/2025 08:00,,,,10,2,8,13,3,10,,,,0,0,0,2,2,0,3,3,0,12,5,7,0,,,,6,0,6,3,0,3
01/01/2025 09:00,,,,10,3,7,23,7,16,,,,0,0,0,4,4,0,4,4,0,22,8,14,0,,,,15,0,15,6,0,6
01/01/2025 10:00,,,,45,14,31,50,16,34,,,,0,0,0,4,4,0,2,2,0,27,8,19,0,,,,15,0,15,11,0,11
01/01/2025 11:00,,,,61,28,33,79,37,42,,,,0,0,0,8,8,0,10,10,0,19,8,11,0,,,,2,0,2,7,0,7
01/01/2025 12:00,,,,93,50,43,121,53,68,,,,0,0,0,10,10,0,7,7,0,51,23,28,0,,,,22,0,22,21,0,21
01/01/2025 13:00,,,,61,25,36,123,63,60,,,,0,0,0,13,13,0,4,4,0,58,16,42,0,,,,38,1,37,28,1,27
01/01/2025 14:00,,,,94,31,63,146,52,94,,,,0,0,0,14,14,0,9,9,0,58,22,36,0,,,,32,0,32,25,0,25
01/01/2025 15:00,,,,88,51,37,136,76,60,,,,0,0,0,5,5,0,5,5,0,69,29,40,0,,,,30,0,30,23,0,23
01/01/2025 16:00,,,,54,33,21,72,43,29,,,,0,0,0,12,12,0,8,8,0,58,31,27,0,,,,46,0,46,34,0,34
01/01/2025 17:00,,,,21,16,5,31,22,9,,,,0,0,0,10,10,0,6,6,0,63,32,31,0,,,,37,3,34,26,0,26
01/01/2025 18:00,,,,8,4,4,21,11,10,,,,0,0,0,6,6,0,3,3,0,48,23,25,0,,,,38,0,38,27,0,27
01/01/2025 19:00,,,,7,5,2,14,8,6,,,,0,0,0,9,9,0,5,5,0,43,21,22,0,,,,48,1,47,32,1,31
01/01/2025 20:00,,,,6,3,3,3,2,1,,,,0,0,0,10,10,0,4,4,0,29,16,13,0,,,,40,0,40,18,0,18
01/01/2025 21:00,,,,3,2,1,7,5,2,,,,0,0,0,2,2,0,0,0,0,35,23,12,0,,,,31,0,31,16,0,16
01/01/2025 22:00,,,,1,0,1,6,3,3,,,,0,0,0,2,2,0,0,0,0,30,17,13,0,,,,28,0,28,13,0,13
01/01/2025 23:00,,,,0,0,0,2,2,0,,,,0,0,0,0,0,0,0,0,0,14,12,2,0,,,,13,0,13,14,0,14
02/01/2025 00:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,7,5,2,0,,,,6,0,6,4,0,4
02/01/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,,,0,0,0,0,0,0
02/01/2025 02:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,3,2,1,0,,,,3,0,3,1,0,1
02/01/2025 03:00,,,,3,2,1,3,1,2,,,,0,0,0,0,0,0,0,0,0,5,4,1,0,,,,2,0,2,1,0,1
02/01/2025 04:00,,,,1,1,0,3,1,2,,,,0,0,0,1,1,0,0,0,0,2,0,2,0,,,,1,0,1,0,0,0
02/01/2025 05:00,,,,2,1,1,3,1,2,,,,0,0,0,3,3,0,2,2,0,22,4,18,0,,,,5,0,5,3,0,3
02/01/2025 06:00,,,,9,7,2,7,6,1,,,,0,0,0,5,5,0,5,5,0,62,17,45,0,,,,22,0,22,4,0,4
02/01/2025 07:00,,,,20,15,5,32,24,8,,,,0,0,0,8,8,0,5,5,0,114,33,81,0,,,,28,0,28,8,0,8
02/01/2025 08:00,,,,24,16,8,43,33,10,,,,0,0,0,12,12,0,12,12,0,175,29,146,0,,,,62,0,62,24,0,24
02/01/2025 09:00,,,,14,7,7,22,13,9,,,,0,0,0,12,12,0,5,5,0,91,19,72,0,,,,32,1,31,11,0,11
02/01/2025 10:00,,,,46,17,29,65,29,36,,,,0,0,0,7,7,0,4,4,0,56,15,41,0,,,,40,2,38,14,0,14
02/01/2025 11:00,,,,55,29,26,56,28,28,,,,0,0,0,13,13,0,6,6,0,45,19,26,0,,,,41,0,41,21,0,21
02/01/2025 12:00,,,,64,26,38,99,43,56,,,,0,0,0,11,11,0,6,6,0,63,37,26,0,,,,53,0,53,33,0,33
02/01/2025 13:00,,,,70,26,44,90,37,53,,,,0,0,0,6,6,0,8,8,0,74,34,40,0,,,,51,0,51,34,1,33
02/01/2025 14:00,,,,73,41,32,103,51,52,,,,0,0,0,14,14,0,12,12,0,60,35,25,0,,,,36,0,36,39,1,38
02/01/2025 15:00,,,,73,36,37,91,49,42,,,,0,0,0,14,14,0,10,10,0,83,48,35,0,,,,51,1,50,40,0,40
02/01/2025 16:00,,,,38,15,23,51,23,28,,,,0,0,0,12,12,0,2,2,0,124,74,50,0,,,,56,1,55,58,0,58
02/01/2025 17:00,,,,42,13,29,55,15,40,,,,0,0,0,18,18,0,8,8,0,196,123,73,0,,,,76,1,75,82,0,82
02/01/2025 18:00,,,,24,9,15,38,10,28,,,,0,0,0,8,8,0,2,2,0,114,71,43,0,,,,59,0,59,60,0,60
02/01/2025 19:00,,,,9,5,4,22,11,11,,,,0,0,0,10,10,0,5,5,0,76,35,41,0,,,,57,0,57,38,0,38
02/01/2025 20:00,,,,5,1,4,12,6,6,,,,0,0,0,4,4,0,1,1,0,48,33,15,0,,,,45,0,45,21,1,20
02/01/2025 21:00,,,,7,5,2,11,4,7,,,,0,0,0,2,2,0,1,1,0,59,34,25,0,,,,30,0,30,29,0,29
02/01/2025 22:00,,,,3,1,2,6,1,5,,,,0,0,0,5,5,0,2,2,0,27,20,7,0,,,,35,0,35,16,0,16
02/01/2025 23:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,16,13,3,0,,,,18,0,18,13,1,12
03/01/2025 00:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,2,2,0,11,8,3,0,,,,11,0,11,5,0,5
03/01/2025 01:00,,,,4,3,1,2,0,2,,,,0,0,0,0,0,0,0,0,0,3,3,0,0,,,,0,0,0,0,0,0
03/01/2025 02:00,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,4,1,0,,,,1,0,1,3,0,3
03/01/2025 03:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2,0,2,0,0,0
03/01/2025 04:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,6,2,4,0,,,,0,0,0,0,0,0
03/01/2025 05:00,,,,3,3,0,4,2,2,,,,0,0,0,5,5,0,2,2,0,24,6,18,0,,,,1,0,1,2,0,2
03/01/2025 06:00,,,,5,5,0,7,5,2,,,,0,0,0,7,7,0,2,2,0,52,10,42,0,,,,13,0,13,6,0,6
03/01/2025 07:00,,,,10,8,2,13,10,3,,,,0,0,0,6,6,0,5,5,0,91,27,64,0,,,,20,0,20,12,0,12
03/01/2025 08:00,,,,13,11,2,26,22,4,,,,0,0,0,11,11,0,5,5,0,136,30,106,0,,,,46,0,46,14,0,14
03/01/2025 09:00,,,,11,7,4,15,11,4,,,,0,0,0,6,6,0,6,6,0,78,18,60,0,,,,54,0,54,11,0,11
03/01/2025 10:00,,,,20,6,14,27,12,15,,,,0,0,0,5,5,0,3,3,0,49,13,36,0,,,,42,0,42,9,0,9
03/01/2025 11:00,,,,25,11,14,38,15,23,,,,0,0,0,11,11,0,2,2,0,53,18,35,0,,,,43,0,43,23,0,23
03/01/2025 12:00,,,,48,21,27,60,25,35,,,,0,0,0,6,6,0,6,6,0,69,26,43,0,,,,54,1,53,26,0,26
03/01/2025 13:00,,,,40,21,19,49,26,23,,,,0,0,0,8,8,0,8,8,0,74,34,40,0,,,,61,1,60,42,0,42
03/01/2025 14:00,,,,45,19,26,53,25,28,,,,0,0,0,15,15,0,7,7,0,80,41,39,0,,,,49,0,49,31,0,31
03/01/2025 15:00,,,,41,18,23,43,22,21,,,,0,0,0,6,6,0,6,6,0,82,47,35,0,,,,51,0,51,51,1,50
03/01/2025 16:00,,,,22,7,15,43,14,29,,,,0,0,0,19,19,0,11,11,0,105,57,48,0,,,,52,0,52,75,0,75
03/01/2025 17:00,,,,19,7,12,35,14,21,,,,0,0,0,12,12,0,7,7,0,156,107,49,0,,,,67,0,67,67,0,67
03/01/2025 18:00,,,,19,8,11,37,20,17,,,,0,0,0,14,14,0,3,3,0,101,56,45,0,,,,72,0,72,57,0,57
03/01/2025 19:00,,,,3,1,2,10,3,7,,,,0,0,0,9,9,0,1,1,0,74,42,32,0,,,,58,0,58,41,2,39
03/01/2025 20:00,,,,6,1,5,14,4,10,,,,0,0,0,7,7,0,1,1,0,58,34,24,0,,,,49,0,49,32,0,32
03/01/2025 21:00,,,,1,1,0,2,1,1,,,,0,0,0,2,2,0,3,3,0,44,20,24,0,,,,52,1,51,17,0,17
03/01/2025 22:00,,,,4,2,2,4,2,2,,,,0,0,0,4,4,0,4,4,0,37,26,11,0,,,,26,0,26,21,0,21
03/01/2025 23:00,,,,1,0,1,2,1,1,,,,0,0,0,1,1,0,2,2,0,31,19,12,0,,,,29,0,29,18,1,17
04/01/2025 00:00,,,,1,1,0,2,1,1,,,,0,0,0,1,1,0,0,0,0,19,9,10,0,,,,,,,18,1,17
04/01/2025 01:00,,,,3,2,1,1,0,1,,,,0,0,0,0,0,0,1,1,0,9,7,2,0,,,,,,,1,0,1
04/01/2025 02:00,,,,0,0,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,2,1,1,0,,,,,,,6,0,6
04/01/2025 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,2,2,0,,,,,,,11,0,11
04/01/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,3,2,1,0,,,,,,,4,0,4
04/01/2025 05:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,1,3,0,,,,,,,1,0,1
04/01/2025 06:00,,,,2,0,2,4,2,2,,,,0,0,0,4,4,0,0,0,0,21,6,15,0,,,,,,,4,0,4
04/01/2025 07:00,,,,5,3,2,6,3,3,,,,0,0,0,2,2,0,2,2,0,14,8,6,0,,,,,,,6,0,6
04/01/2025 08:00,,,,6,2,4,10,3,7,,,,0,0,0,2,2,0,1,1,0,28,14,14,0,,,,,,,9,0,9
04/01/2025 09:00,,,,16,8,8,29,11,18,,,,0,0,0,3,3,0,1,1,0,35,10,25,0,,,,,,,6,0,6
04/01/2025 10:00,,,,33,15,18,37,16,21,,,,0,0,0,1,1,0,3,3,0,51,19,32,0,,,,,,,16,0,16
04/01/2025 11:00,,,,57,25,32,72,37,35,,,,0,0,0,6,6,0,4,4,0,66,20,46,0,,,,,,,17,0,17
04/01/2025 12:00,,,,64,30,34,73,35,38,,,,0,0,0,7,7,0,2,2,0,60,34,26,0,,,,,,,41,0,41
04/01/2025 13:00,,,,51,27,24,70,31,39,,,,0,0,0,10,10,0,5,5,0,67,33,34,0,,,,,,,45,0,45
04/01/2025 14:00,,,,42,23,19,42,25,17,,,,0,0,0,12,12,0,3,3,0,67,27,40,0,,,,,,,31,0,31
04/01/2025 15:00,,,,24,16,8,30,18,12,,,,0,0,0,10,10,0,6,6,0,60,27,33,0,,,,,,,41,0,41
04/01/2025 16:00,,,,10,6,4,25,14,11,,,,0,0,0,5,5,0,5,5,0,58,27,31,0,,,,,,,46,0,46
04/01/2025 17:00,,,,10,6,4,12,5,7,,,,0,0,0,6,6,0,2,2,0,56,26,30,0,,,,,,,31,0,31
04/01/2025 18:00,,,,1,0,1,6,2,4,,,,0,0,0,5,5,0,4,4,0,53,26,27,0,,,,,,,36,1,35
04/01/2025 19:00,,,,2,0,2,11,5,6,,,,0,0,0,7,7,0,2,2,0,45,26,19,0,,,,,,,32,0,32
04/01/2025 20:00,,,,3,1,2,10,5,5,,,,0,0,0,5,5,0,3,3,0,29,9,20,0,,,,,,,21,0,21
04/01/2025 21:00,,,,1,0,1,2,0,2,,,,0,0,0,3,3,0,3,3,0,32,20,12,0,,,,,,,16,0,16
04/01/2025 22:00,,,,1,1,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,21,14,7,0,,,,,,,7,0,7
04/01/2025 23:00,,,,1,1,0,4,2,2,,,,0,0,0,0,0,0,0,0,0,24,19,5,0,,,,,,,13,0,13
05/01/2025 00:00,,,,0,0,0,3,1,2,,,,0,0,0,1,1,0,1,1,0,8,5,3,0,,,,,,,7,0,7
05/01/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,3,2,0,,,,,,,4,0,4
05/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,3,3,0,,,,,,,3,0,3
05/01/2025 03:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,4,0,4
05/01/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,1,0,1
05/01/2025 05:00,,,,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,0,0,5,2,3,0,,,,,,,0,0,0
05/01/2025 06:00,,,,0,0,0,1,1,0,,,,0,0,0,3,3,0,0,0,0,14,4,10,0,,,,,,,2,0,2
05/01/2025 07:00,,,,1,0,1,2,1,1,,,,0,0,0,0,0,0,2,2,0,10,3,7,0,,,,,,,6,0,6
05/01/2025 08:00,,,,3,3,0,3,1,2,,,,0,0,0,3,3,0,2,2,0,8,3,5,0,,,,,,,5,0,5
05/01/2025 09:00,,,,1,0,1,2,1,1,,,,0,0,0,3,3,0,3,3,0,16,5,11,0,,,,,,,6,0,6
05/01/2025 10:00,,,,6,1,5,12,6,6,,,,0,0,0,3,3,0,0,0,0,25,8,17,0,,,,,,,5,0,5
05/01/2025 11:00,,,,15,6,9,15,7,8,,,,0,0,0,9,9,0,7,7,0,33,13,20,0,,,,,,,19,0,19
05/01/2025 12:00,,,,11,6,5,12,5,7,,,,0,0,0,2,2,0,2,2,0,29,10,19,0,,,,,,,23,0,23
05/01/2025 13:00,,,,7,3,4,15,7,8,,,,0,0,0,2,2,0,2,2,0,27,10,17,0,,,,,,,16,0,16
05/01/2025 14:00,,,,5,3,2,8,5,3,,,,0,0,0,2,2,0,0,0,0,32,15,17,0,,,,,,,20,0,20
05/01/2025 15:00,,,,3,1,2,8,3,5,,,,0,0,0,3,3,0,1,1,0,29,12,17,0,,,,,,,21,0,21
05/01/2025 16:00,,,,11,7,4,13,7,6,,,,0,0,0,1,1,0,2,2,0,27,14,13,0,,,,,,,25,0,25
05/01/2025 17:00,,,,3,2,1,4,4,0,,,,0,0,0,1,1,0,0,0,0,27,11,16,0,,,,,,,18,0,18
05/01/2025 18:00,,,,1,0,1,5,1,4,,,,0,0,0,6,6,0,0,0,0,27,14,13,0,,,,,,,23,0,23
05/01/2025 19:00,,,,0,0,0,2,1,1,,,,0,0,0,3,3,0,1,1,0,30,18,12,0,,,,,,,19,0,19
05/01/2025 20:00,,,,0,0,0,2,1,1,,,,0,0,0,2,2,0,1,1,0,25,12,13,0,,,,,,,20,0,20
05/01/2025 21:00,,,,0,0,0,4,2,2,,,,0,0,0,1,1,0,1,1,0,22,13,9,0,,,,,,,16,1,15
05/01/2025 22:00,,,,2,2,0,2,2,0,,,,0,0,0,1,1,0,2,2,0,16,9,7,0,,,,,,,9,0,9
05/01/2025 23:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,10,8,2,0,,,,,,,5,0,5
06/01/2025 00:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,6,2,4,0,,,,,,,3,0,3
06/01/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,1,0,1
06/01/2025 02:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,,,,,,1,0,1
06/01/2025 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,3,1,0,,,,,,,2,0,2
06/01/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,2,0,2,0,,,,,,,1,0,1
06/01/2025 05:00,,,,2,1,1,2,1,1,,,,0,0,0,3,3,0,1,1,0,36,5,31,0,,,,,,,2,0,2
06/01/2025 06:00,,,,7,7,0,13,12,1,,,,0,0,0,9,9,0,7,7,0,77,16,61,0,,,,,,,5,0,5
06/01/2025 07:00,,,,24,19,5,41,33,8,,,,0,0,0,5,5,0,11,11,0,166,34,132,0,,,,,,,18,0,18
06/01/2025 08:00,,,,33,29,4,60,49,11,,,,0,0,0,36,36,0,59,59,0,360,56,304,0,,,,,,,33,1,32
06/01/2025 09:00,,,,26,16,10,44,30,14,,,,0,0,0,9,9,0,7,7,0,154,23,131,0,,,,,,,19,0,19
06/01/2025 10:00,,,,15,6,9,23,11,12,,,,0,0,0,4,4,0,5,5,0,55,15,40,0,,,,,,,15,0,15
06/01/2025 11:00,,,,23,11,12,27,11,16,,,,0,0,0,7,7,0,5,5,0,53,22,31,0,,,,,,,26,2,24
06/01/2025 12:00,,,,16,8,8,28,12,16,,,,0,0,0,7,7,0,3,3,0,64,28,36,0,,,,,,,38,1,37
06/01/2025 13:00,,,,25,11,14,35,11,24,,,,0,0,0,9,9,0,7,7,0,82,44,38,0,,,,,,,31,0,31
06/01/2025 14:00,,,,16,7,9,25,11,14,,,,0,0,0,21,21,0,12,12,0,70,45,25,0,,,,,,,32,0,32
06/01/2025 15:00,,,,22,12,10,38,15,23,,,,0,0,0,41,41,0,15,15,0,85,60,25,0,,,,,,,39,0,39
06/01/2025 16:00,,,,27,7,20,34,9,25,,,,0,0,0,27,27,0,11,11,0,169,111,58,0,,,,,,,67,0,67
06/01/2025 17:00,,,,38,8,30,75,12,63,,,,0,0,0,23,23,0,26,26,0,256,192,64,0,,,,,,,103,0,103
06/01/2025 18:00,,,,37,7,30,65,8,57,,,,0,0,0,13,13,0,12,12,0,187,128,59,0,,,,,,,57,0,57
06/01/2025 19:00,,,,14,4,10,25,10,15,,,,0,0,0,11,11,0,9,9,0,93,63,30,0,,,,,,,42,0,42
06/01/2025 20:00,,,,5,1,4,13,5,8,,,,0,0,0,7,7,0,4,4,0,60,31,29,0,,,,,,,32,0,32
06/01/2025 21:00,,,,4,2,2,12,7,5,,,,0,0,0,5,5,0,4,4,0,48,35,13,0,,,,,,,18,0,18
06/01/2025 22:00,,,,1,0,1,4,0,4,,,,0,0,0,3,3,0,1,1,0,28,19,9,0,,,,,,,19,0,19
06/01/2025 23:00,,,,0,0,0,3,1,2,,,,0,0,0,1,1,0,1,1,0,15,12,3,0,,,,,,,8,0,8
07/01/2025 00:00,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,9,7,2,0,,,,,,,9,0,9
07/01/2025 01:00,,,,1,0,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,5,5,0,0,,,,,,,3,0,3
07/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,2,0,2
07/01/2025 03:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,4,4,0,0,,,,,,,1,0,1
07/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,1,1,0,1,1,0,3,0,3,0,,,,,,,2,0,2
07/01/2025 05:00,,,,1,0,1,3,2,1,,,,0,0,0,2,2,0,2,2,0,29,6,23,0,,,,,,,4,0,4
07/01/2025 06:00,,,,10,5,5,15,12,3,,,,0,0,0,9,9,0,7,7,0,68,10,58,0,,,,,,,9,0,9
07/01/2025 07:00,,,,20,10,10,38,30,8,,,,0,0,0,10,10,0,12,12,0,212,38,174,0,,,,,,,17,0,17
07/01/2025 08:00,,,,41,19,22,65,55,10,,,,0,0,0,39,39,0,71,71,0,485,66,419,0,,,,,,,37,0,37
07/01/2025 09:00,,,,18,10,8,31,24,7,,,,0,0,0,16,16,0,14,14,0,186,34,152,0,,,,,,,26,0,26
07/01/2025 10:00,,,,11,2,9,17,5,12,,,,0,0,0,6,6,0,3,3,0,63,14,49,0,,,,,,,15,0,15
07/01/2025 11:00,,,,26,8,18,23,10,13,,,,0,0,0,5,5,0,4,4,0,36,18,18,0,,,,,,,21,0,21
07/01/2025 12:00,,,,25,14,11,24,13,11,,,,0,0,0,9,9,0,8,8,0,67,35,32,0,,,,,,,42,0,42
07/01/2025 13:00,,,,22,8,14,29,13,16,,,,0,0,0,6,6,0,5,5,0,72,32,40,0,,,,,,,48,0,48
07/01/2025 14:00,,,,21,14,7,12,9,3,,,,0,0,0,19,19,0,5,5,0,64,37,27,0,,,,,,,46,0,46
07/01/2025 15:00,,,,19,9,10,41,11,30,,,,0,0,0,34,34,0,6,6,0,113,72,41,0,,,,,,,52,0,52
07/01/2025 16:00,,,,27,9,18,40,14,26,,,,0,0,0,23,23,0,14,14,0,175,119,56,0,,,,,,,84,0,84
07/01/2025 17:00,,,,43,9,34,85,19,66,,,,0,0,0,32,32,0,19,19,0,313,243,70,0,,,,,,,114,0,114
07/01/2025 18:00,,,,42,8,34,64,8,56,,,,0,0,0,16,16,0,12,12,0,213,170,43,0,,,,,,,88,0,88
07/01/2025 19:00,,,,15,6,9,32,8,24,,,,0,0,0,5,5,0,5,5,0,101,63,38,0,,,,,,,53,0,53
07/01/2025 20:00,,,,13,6,7,19,8,11,,,,0,0,0,8,8,0,8,8,0,67,47,20,0,,,,,,,40,0,40
07/01/2025 21:00,,,,6,4,2,11,6,5,,,,0,0,0,4,4,0,7,7,0,42,30,12,0,,,,,,,21,0,21
07/01/2025 22:00,,,,2,1,1,4,2,2,,,,0,0,0,5,5,0,3,3,0,37,24,13,0,,,,,,,22,2,20
07/01/2025 23:00,,,,1,1,0,2,0,2,,,,0,0,0,2,2,0,1,1,0,16,12,4,0,,,,,,,20,0,20
08/01/2025 00:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,9,6,3,0,,,,,,,12,0,12
08/01/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,3,3,0,0,,,,,,,0,0,0
08/01/2025 02:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,4,2,2,0,,,,,,,5,0,5
08/01/2025 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,2,1,1,0,,,,,,,0,0,0
08/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,4,0,4,0,,,,,,,0,0,0
08/01/2025 05:00,,,,1,0,1,4,3,1,,,,0,0,0,3,3,0,2,2,0,24,4,20,0,,,,,,,3,0,3
08/01/2025 06:00,,,,10,8,2,16,13,3,,,,0,0,0,5,5,0,4,4,0,70,13,57,0,,,,,,,6,0,6
08/01/2025 07:00,,,,12,11,1,22,18,4,,,,0,0,0,11,11,0,12,12,0,179,41,138,0,,,,,,,15,0,15
08/01/2025 08:00,,,,21,17,4,42,38,4,,,,0,0,0,17,17,0,50,50,0,370,56,314,0,,,,,,,33,0,33
08/01/2025 09:00,,,,16,11,5,25,21,4,,,,0,0,0,14,14,0,6,6,0,147,23,124,0,,,,,,,24,1,23
08/01/2025 10:00,,,,11,6,5,10,7,3,,,,0,0,0,6,6,0,8,8,0,61,14,47,0,,,,,,,12,0,12
08/01/2025 11:00,,,,7,2,5,10,5,5,,,,0,0,0,5,5,0,3,3,0,43,18,25,0,,,,,,,21,0,21
08/01/2025 12:00,,,,9,6,3,19,8,11,,,,0,0,0,6,6,0,6,6,0,65,24,41,0,,,,,,,32,0,32
08/01/2025 13:00,,,,13,7,6,17,8,9,,,,0,0,0,11,11,0,10,10,0,64,38,26,0,,,,,,,55,0,55
08/01/2025 14:00,,,,10,4,6,15,6,9,,,,0,0,0,9,9,0,8,8,0,67,33,34,0,,,,,,,40,0,40
08/01/2025 15:00,,,,14,5,9,23,7,16,,,,0,0,0,28,28,0,9,9,0,68,46,22,0,,,,,,,58,0,58
08/01/2025 16:00,,,,12,4,8,25,10,15,,,,0,0,0,14,14,0,19,19,0,150,109,41,0,,,,,,,83,0,83
08/01/2025 17:00,,,,22,2,20,41,6,35,,,,0,0,0,15,15,0,14,14,0,227,165,62,0,,,,,,,113,0,113
08/01/2025 18:00,,,,20,3,17,52,6,46,,,,0,0,0,14,14,0,7,7,0,171,123,48,0,,,,,,,74,0,74
08/01/2025 19:00,,,,10,3,7,28,10,18,,,,0,0,0,5,5,0,7,7,0,76,46,30,0,,,,,,,46,0,46
08/01/2025 20:00,,,,6,0,6,9,3,6,,,,0,0,0,3,3,0,0,0,0,75,49,26,0,,,,,,,42,0,42
08/01/2025 21:00,,,,4,1,3,13,5,8,,,,0,0,0,3,3,0,3,3,0,43,27,16,0,,,,,,,33,0,33
08/01/2025 22:00,,,,2,1,1,3,0,3,,,,0,0,0,1,1,0,5,5,0,41,27,14,0,,,,,,,24,0,24
08/01/2025 23:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,10,8,2,0,,,,,,,16,0,16
09/01/2025 00:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,6,3,3,0,,,,,,,9,0,9
09/01/2025 01:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,3,1,2,0,,,,,,,1,1,0
